region,class_code,class,area_ha,pct,indicator,year
Guelmim-Oued Noun,2,Moderate,56763.85979999999,1.1496874271392143,SO3-1 2025,2025
Laayoune-Saguia Hamra,0,No drought,11658358.77168251,84.90011449055055,SO3-1 2025,2025
Laayoune-Saguia Hamra,1,Mild,1990421.4719827534,14.494922841647808,SO3-1 2025,2025
Laayoune-Saguia Hamra,2,Moderate,74751.94400000002,0.5443689569243989,SO3-1 2025,2025
Laayoune-Saguia Hamra,3,Severe,5543.628,0.04037057540519469,SO3-1 2025,2025
Laayoune-Saguia Hamra,4,Extreme,2777.0112,0.020223135472053715,SO3-1 2025,2025
Marrakech-Safi,0,No drought,978970.0459717648,24.47617625563764,SO3-1 2025,2025
Marrakech-Safi,1,Mild,2970635.3604266634,74.27172564902945,SO3-1 2025,2025
Marrakech-Safi,2,Moderate,50079.984599999996,1.2520980953329106,SO3-1 2025,2025
Oriental,0,No drought,3107846.355400786,46.442378374669254,SO3-1 2025,2025
Oriental,1,Mild,3553725.4142141314,53.10541173948318,SO3-1 2025,2025
Oriental,2,Moderate,29110.869916078434,0.4350208732516124,SO3-1 2025,2025
Oriental,3,Severe,1150.26,0.017189012595945383,SO3-1 2025,2025
Rabat-Sale-Kenitra,0,No drought,1667733.2606549088,99.99999999999999,SO3-1 2025,2025
Souss Massa,0,No drought,1084253.4712862745,20.79652532046076,SO3-1 2025,2025
Souss Massa,1,Mild,4118689.3658768814,78.9985275149336,SO3-1 2025,2025
Souss Massa,2,Moderate,10685.1828,0.20494716460564658,SO3-1 2025,2025
Tanger-Tetouan-Hoceima,0,No drought,1256586.582224322,80.66659895635922,SO3-1 2025,2025
Tanger-Tetouan-Hoceima,1,Mild,301166.6867639213,19.333401043640773,SO3-1 2025,2025
